epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,4128.28,0.70734,1.05241,1.89112,0.99524,0.99197,0.99458,0.96304,0.42408,0.58052,1.60989,0.0047035,0.0047035,0.0047035
109,4172.11,0.70912,1.06865,1.89383,0.99459,0.9923,0.99457,0.96355,0.42276,0.57823,1.60952,0.004654,0.004654,0.004654
110,4217.46,0.70965,1.07196,1.89665,0.99457,0.99234,0.99457,0.96299,0.42224,0.57844,1.60957,0.0046045,0.0046045,0.0046045
111,4263.09,0.70836,1.07044,1.9021,0.99533,0.99198,0.99457,0.96334,0.42142,0.57832,1.60957,0.004555,0.004555,0.004555
112,4308.87,0.71007,1.06908,1.89643,0.9953,0.99206,0.99458,0.96272,0.42083,0.5771,1.60943,0.0045055,0.0045055,0.0045055
113,4354.29,0.70386,1.05373,1.88748,0.99536,0.99205,0.99458,0.96299,0.4205,0.5765,1.60915,0.004456,0.004456,0.004456
114,4400.11,0.70016,1.05632,1.88667,0.99536,0.99204,0.99459,0.96386,0.41967,0.57605,1.60867,0.0044065,0.0044065,0.0044065
115,4444.2,0.70612,1.05636,1.88874,0.99537,0.99206,0.9946,0.96371,0.41963,0.57502,1.60825,0.004357,0.004357,0.004357
116,4486.32,0.69369,1.03912,1.87783,0.99549,0.99187,0.99458,0.96394,0.41893,0.57398,1.60845,0.0043075,0.0043075,0.0043075
117,4527.55,0.69618,1.03347,1.8876,0.99549,0.9919,0.9946,0.96385,0.41806,0.5722,1.60797,0.004258,0.004258,0.004258
118,4569.35,0.69083,1.03529,1.88064,0.99558,0.99194,0.99462,0.964,0.41682,0.57197,1.60741,0.0042085,0.0042085,0.0042085
119,4611.82,0.68682,1.03552,1.87592,0.99561,0.99197,0.99463,0.96451,0.41582,0.57095,1.60717,0.004159,0.004159,0.004159
120,4652.95,0.6919,1.04996,1.88858,0.99561,0.99202,0.99463,0.9654,0.41439,0.5698,1.60706,0.0041095,0.0041095,0.0041095
121,4693.86,0.69781,1.05214,1.88806,0.99556,0.99215,0.99463,0.96493,0.41345,0.56952,1.60694,0.00406,0.00406,0.00406
